AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DWDP,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WMT,XOM
391883079450,57303720000,56010114240,68729239800,106522745160,212531172480,70248354750,39448884560,198900492840,53598116310,69308897280,222638800000,136949340000,177505185000,143099187560,154216652800,101042777500,60223610850,118198376380,246185221140,37709766240,166499705220,177460140000,23940834000,54719114580,70475524640,52686007920,106986928890,210242148830,417871873440
416382705240,58397880000,56352001880,70513911000,106603383120,214542571320,70803182520,39874336880,201962124630,53302728510,69771367680,222406800000,136974800000,178105971780,142871201600,155420405760,101533922140,60609075600,117893584280,248031190760,38078710240,166960923240,178780773600,24415522950,54974960820,70357733200,52451291520,106703819790,210516124590,418063601760
414559673100,58176720000,55972952540,71975272200,106603383120,212272279560,70427331450,39484338920,201328683570,53445499280,69293481600,221536800000,136211000000,179416779300,142453227340,154466488320,101482761240,61380005100,118198376380,247527744500,37742971200,166269096210,178285536000,24229775100,53674409100,70140272080,52607769120,105712937940,208803776090,415906658160
417030453600,58025400000,55408094700,71955873600,105151899840,207034676640,70248354750,39543429520,200906389530,55025824010,69170156160,220933600000,136109160000,179034460440,141389292860,153171886080,100981384420,60782076200,117405916920,245262236330,37672871840,165116051160,176909876000,23961472650,54388646520,70330550560,52706871600,105344896110,207913354870,411401042640
422372933700,57175680000,55118233440,71393314200,105151899840,205939360440,69783015330,39224340280,199533933900,54021505490,69015999360,223300000000,136160080000,179444087790,140629339660,153217310720,100981384420,60698679800,118533647690,248450729310,38145120160,165884747860,174105560790,23986239030,54441947820,70321489680,52096608960,106477332510,209933926100,409771351920
425608257600,58362960000,55133098120,70559174400,105608848280,205361830080,69621936300,39602520120,197528037210,54878130110,68430203520,223416000000,134530640000,179990257590,141731271800,153376296960,101349742900,60260848700,116643936670,247779467630,38366486560,164501093800,173637312960,24064665900,55209486540,70991994800,52493018880,106618887060,210139407920,401383237920
425337870300,58921680000,56017546580,71464442400,106442107200,204704640360,70391536110,40110699280,198161478270,55852909850,68553528960,223439200000,135192600000,179389470810,142871201600,154103091200,100684651200,60705629500,117741188230,250800145190,38277940000,163809266770,174105560790,24465055710,56776544760,72686379360,53468395920,107015239800,212947659460,402485675760
424340234400,59550240000,55906061480,71341584600,106442107200,206496975960,69639833970,39637974480,197950331250,55823371070,68538113280,222174800000,134887080000,179116385910,142681213300,154057666560,100909759160,60761227100,117162083240,251303591450,37934822080,162271873370,174408544680,24514588470,56009006040,72505161760,55320047520,106335777960,212125732180,400376664240
428591841600,60819000000,56738483560,73675882800,108001107760,210101562000,71590680000,40394334160,200800816020,57861546890,69632626560,224622400000,136160080000,179252928360,145455042480,154625474560,102332032180,60969718100,116948728770,253736915040,38185704000,162963700400,172893625230,24815912760,54697794060,73438432400,55825991760,107128483440,212433954910,407039223360
432591708900,60306840000,56084437640,73572423600,108538694160,212431598280,72413972820,40157971760,201117536550,57792623070,69678873600,223671200000,136058240000,178024046310,144923075240,154511912960,101799958820,60851573200,117040166400,253401284200,38170946240,161041958650,174931880490,24489822090,54676473540,73003510160,55998117120,107977810740,211920250360,411017586000
437123027100,60679320000,55891196800,73591822200,108592452800,212750235720,73344651660,40016154320,202489992180,57098461740,70079681280,224286000000,135650880000,178215205740,143897138420,155692953600,103252928380,61080913300,117741188230,254659899850,38455033120,161810655350,175455216300,24659059020,55465332780,72740744640,55799912160,107354970720,211269557930,413845578720
444442131600,60108960000,56084437640,73740544800,109828901520,212610831840,73970738470,40122517400,203123433240,57182154950,69632626560,223822000000,136720200000,178160588760,145531037800,155193282560,102372960900,61136510900,117101124820,257261038860,39082237920,161503176670,175289952360,24704464050,55582595640,74063633120,56514493200,107354970720,211029829140,408956506560
459816912900,60888840000,56411460600,72958134600,107517280000,211834153080,74436752330,40677969040,201962124630,57049230440,69786783360,224030800000,136771120000,177204791610,143859140760,154375639040,102311567820,61171259400,116278186150,258184023670,39019517440,162502482380,176391711960,24720974970,55445789840,76144542140,59054563260,107354970720,212194226120,406847495040
460050005400,60306840000,55891788950,72259785000,106952814280,209663435520,74293363450,40181608000,199270000125,56182759560,69879277440,223207200000,135930940000,176412845400,142909199260,154307502080,101779494460,60559685800,115546685110,255876561645,38890387040,161810655350,175951008120,24510460740,55717480480,75890060500,59832011700,106703819790,211988744300,401670830400
468609162000,60609480000,55817216850,73520694000,107678555920,211854067920,74902766190,40406152280,201328683570,56384607890,70804218240,223439200000,135956400000,176631313320,145531037800,155443118080,101963673700,61178209100,116156269310,256589777180,38820287680,163732397100,176915047770,24349479270,56271311400,77144291440,59206901130,107949499830,211612027630,404642619360
475005220200,60481440000,56346678760,74005659000,107893590480,212073131160,74562217600,39708883200,199956227940,55567368310,71004622080,222975200000,136363760000,176440153890,144087126720,156487884800,101861351900,61150410300,116461061410,253820822750,39340498720,163963006110,177603647520,24419650680,56908739440,76926164320,60535917720,107694701640,213084647340,405840921360
464012577900,59969280000,56085676410,72764148600,107033452240,209105820000,73934891250,39899621520,198055904760,55715062210,70465073280,223010000000,135345360000,176549387850,142111248400,155352268800,100899526980,60469339700,115881956420,252142668550,39329430400,162271873370,177796455450,24473311170,57075933680,75072083800,60462375300,107100172530,211509286720,403204656960
468245537700,61540680000,56130419670,73688815200,108538694160,212132875680,74454675940,40824211680,200695242510,56487993620,70804218240,223903200000,136592900000,177286717080,144391108000,156397035520,101564618680,60914120500,116247706940,262505270735,39167095040,163963006110,179586814800,23364199680,57253577560,75635578860,59779481400,107723012550,212468201880,409387895280
468161624400,61529040000,56190077350,73682349000,109076280560,212411683440,74831071750,41488020000,203545727280,57063999830,72006641280,224367200000,139368040000,177477876510,146176998020,156828569600,102311567820,60814272640,117527833760,262211593750,39358945920,162886830730,178788039090,23525359200,57138631520,76144542140,60415098030,108883759860,213975068560,410394468960
480030694500,61517400000,56465994120,74361300000,109657697680,215896780440,74508446770,41073139800,204918182910,57418465190,72330370560,224332400000,138298720000,177614418960,146139000360,156306186240,102823176820,60842054400,116217227730,263805840240,38720672800,163117439740,177438383580,23297377440,57807408480,76308137480,59989602600,108968692590,205721548790,414948016560
478343104800,61447560000,56719539260,74990796730,108365072560,214084530000,73970738470,39911475240,204707035890,56300914680,71790821760,224889200000,136109160000,177505185000,144657091620,157282816000,102997123880,60953181440,116491540620,262379409170,39008449120,164193615120,177493471560,23167663680,57661113520,76299048850,61124257080,108175987110,200687244200,416625639360
481466544300,61307880000,56562937850,75243334600,108957525740,214204374450,74347134280,40136695920,203862447810,57009845400,72376617600,229227600000,135752720000,177778269900,146252993340,157123829760,103150606580,61050417600,117375437710,263218486270,39159716160,161656916010,182947181580,23175525120,57410322160,75880971870,61187293440,107949499830,200481762380,417104960160
487079411700,64097433660,56719539260,75113828000,108472791320,215647560360,74042432910,40089281040,203123433240,57044307310,72422864640,229401600000,133393200000,176947792340,145455042480,156161076000,102181537920,61258780800,116430582200,264141471080,39215057760,162809961060,183745957290,23034019200,58152246600,76317226110,61744114620,107977810740,201337936630,418638786720
490202851200,65119050360,56085676410,74874240790,108634369460,216734892210,74633912040,40527868680,201328683570,57221539990,72345786240,229134800000,134342440000,176920341550,148418859960,155776331320,102222280160,61168490080,116278186150,263050670850,39539728480,163424918420,183718413300,23034019200,58235843720,76116848060,61386908580,108118530120,200207786620,411134267830
499200221700,64614251520,56048390360,74958420080,108795947600,216695352870,75153696730,40717528200,202278845160,57654775430,72808256640,229656800000,136091040000,178924249220,148988824860,155821595400,101631517680,60960126880,116979207980,267413871770,39635653920,163117439740,185618948610,22955404800,58350789760,75971222140,62484791850,108175240600,201817394210,410710077940
505754782800,63568596780,55891788950,73954743930,107072447440,215726639040,75261238390,39721815720,201117536550,56983246560,73332389760,227943575260,134292480000,178649741320,149102817840,158107431440,101122239680,60842054400,116189785360,266323071540,39816436480,159251235000,186252460380,22786383840,58256743000,76335286940,61129510110,108061819640,202331098760,407693616500
507647493900,62488172890,55988732680,73423766870,107072447440,216991897920,75978182790,40421185200,201856551120,59947721520,73162817280,228870504860,134192560000,177963471570,154106823200,157518998400,101091683000,60765654560,115033062320,270937995590,40045181760,162002794800,183608237340,22963266240,58507534360,76599233920,61555005540,108969187320,201440677540,409248979430
508309476600,61811616230,55854502900,72840987170,106426134880,216695352870,75924411960,40539722400,200272948470,59368683840,73085738880,230353592220,134467340000,177798766830,155099336800,156568452720,101346322000,60786490880,115459223440,269133979825,40118970560,161399713200,183635781330,22802106720,58350789760,76945095480,61019196480,109649713080,202091369970,406892368930
497102389200,61788286690,55280297730,71286907970,105564384800,216122032440,76533814700,39935182680,199006066350,58710461520,73054907520,232497116920,132593840000,178183077890,154221344000,156681612920,101794486640,60467000640,117042107600,266826517800,40303442560,162078180000,184407013050,22994712000,57514818560,75807392980,61061220720,110585436000,203427001800,410097359210
494398516200,60353519980,54109515760,68593170690,104918072240,215192857950,75279162000,38524590000,194466405420,56255737680,71513339520,228557666120,132918580000,176645833650,150098595200,155617907040,101743558840,59001512800,113967659520,264770778905,39602448960,160306627800,184104029160,22401173280,56908739440,74078085180,60325796520,109706423560,201937258605,404677155060
494799435300,60971752790,54825407920,70114873240,104541056580,216398807820,74831071750,39259520640,198161478270,57606825600,73054907520,229148583740,134442360000,176508579700,152503532000,155685803160,102038940080,59362675680,113571938480,267162148640,39690995520,161098172400,183387885420,22354004640,56835591960,75152076340,60746038920,110216817880,205002362420,404535758430
505335216300,61764957150,55310126570,71409939240,105995259840,217525679010,75315009220,40136695920,200906389530,57987901680,73717781760,231512254220,134092640000,178018373150,154374038400,156772141080,98759189760,60223910240,113830679160,268588579710,39809057600,161738946600,184269293100,22444411200,58110448040,76025831860,61969994910,111209251280,204694139690,399822537430
508300152900,62056576400,54653892090,71371087260,106641572400,216616274190,75709328640,40373770320,201467133280,58047290160,74149420800,232450770440,135241720000,177716414460,156626280800,157315310040,98636963040,60286419200,114454700800,268420764290,40576461120,161927409600,184351925070,22644877920,58288091920,76044035100,61549752510,110868988400,205755795760,397324530300
514668240000,61554991290,54885065600,70542245020,106803150540,217466370000,75888564740,39840352920,202419446410,57898818960,74904789120,232891062000,134817060000,178704642900,154755774400,158859866100,98453622960,60800381760,115976704800,268840302840,40380920800,162379720800,186500356290,22644877920,57493919280,76444506380,61213558590,111492803680,207810613960,403216056550
529679397000,63281377250,55414527510,73365488900,108903666360,219818960730,78881807610,41013871200,207286824630,61635344160,75752651520,236112142360,137340040000,179336011070,165635250400,159086323500,98575849680,61640780000,116524626240,274126488570,40864237440,165922825200,187023692100,22959335520,57817858120,78792724340,61602282810,111946487520,208906517000,409390376060
549706704600,65497683550,56100590830,72698529910,108769017910,218830477230,77931856280,40836065400,209403076030,59571594480,76261368960,237201284640,137190160000,178649741320,166360548800,159018386280,99095313240,61724125280,116341985760,274965565670,40694523200,165319743600,186885972150,23171594400,58288091920,79011163220,61329125250,111918132280,209180492760,405431270420
545958577200,66162575440,56249735030,73462618850,107234025580,217525679010,77913932670,41488020000,213318141120,60902886240,75845145600,238684372000,138639000000,178638623100,170635992000,159267489420,99859230240,62508960000,115854944480,275636827350,40853169120,165168973200,186417724320,23222693760,58214944440,79083976180,61460451000,112116618960,209694197310,405761195890
545967900900,65964274350,56078219200,73546798140,107880338140,218019920760,77412071590,41843631600,213741391400,60838548720,75613910400,238695958620,138539080000,178775889600,170139735200,158882511840,99472178960,62203360640,115763624240,273539134600,41033951680,165371236140,185233332750,23269862400,58089548760,77800647760,61292354040,112201684680,208358565480,407410823240
560447607000,66804137790,56386683600,73643928090,108472791320,218850246900,77860161840,42009583680,213847203970,61516567200,75274765440,238359946640,138589040000,179022969300,171781200000,159426009600,99543477880,62328378560,115337463120,270182826200,41369690720,164918990280,185123156790,23238416640,58653829320,77017908440,62427008520,112428526600,208016095780,410003094790
564978925200,66384206070,56192246760,71720755080,110788744660,215647560360,77501689640,41843631600,212365827990,62367802080,76122627840,236656713500,138639000000,178336636800,173231796800,159856278660,99461993400,62057506400,114941742080,268420764290,41225802560,164315995800,185123156790,23254139520,57243127920,75780088120,61208305560,112371816120,207536638200,408164938600
561752925000,66651172700,56095028340,70581097000,110411729000,213334508970,77555460470,41535434880,212365827990,62352954960,76754670720,237166524780,138763900000,177787570800,172239283200,161056502880,98514736320,61751907040,114759101600,267749502610,40746175360,164089872870,185095612800,22998642720,56396707080,75288600640,61329125250,112797144720,207399650320,405384138210
558806635800,66931563260,55279889280,68916937190,109765416440,208273473450,77591307690,40859772840,210037951450,61734324960,76585098240,238093454380,139363420000,176963971800,170445124000,161735875080,97577664800,61532856090,114439480760,268462718145,40949094560,163788375630,185977020480,22786383840,56302660320,74696995340,61607535840,112456881840,207707873050,402179147930
555739138500,66884831500,55317280980,69823483390,110573307140,210270210120,78236557650,41511727440,209297263460,62446986720,75462498560,238081867760,139263500000,177211051500,172391977600,161894395260,97323025800,61456435020,115687524040,268588579710,39631964480,164466744420,185729124570,22876790400,56072768240,74451251600,62395490340,111776356080,208050342750,403216056550
565929942600,68532126040,56222160120,70419213750,112242947920,213196121280,79544981180,42294072960,212154202850,63382355280,76361224320,240735203740,140837240000,178913156100,176247511200,162822870600,98769375320,61914961440,117681349280,273455226890,40048871200,167029470960,185811756540,23132287200,57577516400,75998527000,63067878180,111521158920,209591456400,410191623630
572922717600,68018076680,55945461540,69972415980,112619963580,211614547680,79132738150,41677679520,212048390280,62521222320,76224130560,240051593160,140837240000,179544582000,175178650400,162754933380,99146241040,61928856180,118107510400,272867872920,39801678720,169592197500,184957892850,22986850560,57922354520,75643563820,62936552430,109621357840,209214739730,408259203020
575850359400,68999443640,55586501220,67511790580,113535573040,209341035630,77985627110,40444892640,211730952570,62536069440,76026106240,240179045980,138888800000,180148554600,176629247200,164543946840,98881416480,61449487650,116615946480,270098918490,39561865120,168913828710,185068068810,23100841440,57932804160,74196406240,62694913050,108487148240,208323680220,404677155060
568615168200,67632539660,55399542720,68651448660,113266276140,211238923950,77089446610,40516014960,211096077150,61249319040,76026106240,241314534740,140687360000,179928928200,174338831200,167148206940,99451807840,61671803490,115702744080,269511564520,39790610400,168989203020,184572276990,23053672800,60722858040,74924535840,62511057000,107948398680,207064001160,405714063680
559002433500,67597490840,55616414580,68975215160,113912588700,211950632070,78469564580,41061286080,212365827990,61551210480,76635411840,241754826300,140462540000,181081966800,175522212800,167601121740,99920343600,61977487770,116889907200,270644318605,40008287360,170685124995,185123156790,23269862400,61590178160,75488836280,61985754000,108402082520,208357725600,408777657330
576792053100,67772734940,56214681780,69447914250,114128026220,214105526100,78577106240,41716342460,211836765140,61813509600,76147967360,242704929140,141786480000,181768299300,176094816800,167895516360,100185168160,61991382510,117224748080,270937995590,40222274880,170270566290,186087196440,23320961760,61778271680,75297702260,62500550940,109224384480,208902451680,410380152470
586759088400,68216686660,55825808100,68774479930,112135229160,211812244380,77591307690,40618857900,211201889720,60729669840,76244500000,242739689000,140437560000,180862340400,173384491200,167034978240,101244466400,61685698230,117863989760,268001225740,40535877280,169893694740,184792628910,23301308160,62070861600,74815316400,63225469080,109054253040,206485229700,404535758430
582087914700,67025026780,55092930780,68806856580,109657697680,208767715200,76946057730,40082044800,208874013180,59368683840,76015766500,238742305100,139538280000,179517128700,169528957600,166355606040,99288838880,61025698080,118427131240,261875962910,40395678560,168725392935,185260876740,23277723840,61715573840,74560471040,62500550940,108855766360,205157459880,400529520580
590824221600,67877881400,55033104060,68554318710,108903666360,207087293250,77214911880,39867319560,206228698930,58398672000,77189931800,238070281140,140569170560,179379862200,169489694340,166378251780,100449992720,60629697990,118351031040,264477101920,40727728160,168386208540,185398596690,23144079360,61663325640,74269219200,63566916030,106785833840,206553320460,399775405220
593201765100,66779685040,54165616620,67064992810,107503322480,204596314830,75476321710,38757905820,203160134400,57913666080,77128936200,237456190280,139016750080,178226823600,167769568890,165019507380,100714817280,59976645210,117894429840,260952978100,40778085310,166200353550,184021397190,22817829600,60754206960,73022297260,62773708500,106218729040,204714869940,395344977480
585938602800,65634756920,52797080400,65031739190,105295087900,200563302150,73468877390,37815500600,198292756180,56696202240,75268570400,234432082460,137464329600,176250186000,164214642960,163094619480,99482364520,58760855460,117042107600,255666792370,39219757540,165710420535,182754373650,22699908000,60148127840,71429513760,61323872220,104347283200,204033962340,387285369570
583850094000,66534343300,53672046180,65886482750,107799549070,199574818650,74149974570,38018296660,201149695570,57374220720,75863277500,234721747960,139467452800,176058012900,168228269010,163321076880,100388879360,59295802950,117133427840,254617945995,39879191750,165446610450,183002269560,22720387620,60628811280,72476200060,61660066140,105991887120,203591372400,389783376700
580652064900,67807783760,54965799000,68923412520,108041916280,202817044530,75548016150,38972631060,204218260100,59581492560,77205180700,237896481840,142622371840,176112919500,171400944840,163547534280,99456900620,60344855820,116478966120,259904131725,40026551350,165182800365,182038229910,23083632600,61088595440,73877849540,63572169060,106473926200,204748915320,394025275600
564298295100,66919880320,54532055280,68567269370,106910869300,199238734260,75010307850,39604877600,199774132160,56958501360,77708394400,234976653600,140669326720,174438268200,165170268210,162913453560,98769375320,59532013530,115002622240,258519654510,40081811200,164692867350,181266998190,22700858320,60660160200,72630927600,64696317480,105651624240,203489236260,390069222900
540895808100,67562442020,54352575120,69117672420,106237627050,200246137740,74669759260,40082044800,199985757300,58293067660,78821564100,234883960640,142246786240,175646213400,165628968330,164045740560,98139477260,60025276800,115472248650,260743208825,40302850600,165672733380,183938765220,23107067760,59939135040,72703740560,63472361490,106133663320,206246912040,395053832620
568465989000,67971344920,55407021060,70199052530,108149635040,204408479880,76497967480,41298821160,204641510380,57862294120,79340026700,240364431900,142572293760,176305092600,167807793900,167465247300,98678035170,60754750650,117176186970,263805840240,40461262170,168160085610,184599820980,23431254140,60712408400,73941560880,64128990240,107012675760,210399762250,401825377900
567197965800,67807783760,55122844140,70717078930,108041916280,203954764860,76157418890,41286891980,202102008700,57104726860,79004550900,231883026060,139968233600,173669575800,165476068290,167963453580,98911748980,60532434810,116841484800,261288608940,40730193440,169215325950,183856133250,23228149420,59897336480,73905154400,63971399340,106785833840,211045890500,403236116500
547711432800,67258685580,54666665400,69519142880,107207095890,202218811740,75422550880,41704413280,202525258980,56248131200,78623328400,231164655620,138666203520,173038149900,165208493220,167170852680,96818486160,60303171600,116719774920,260197808710,40380214390,168348521385,183360341430,24003706300,61349836440,73177024800,63661470570,108175240600,209991681250,401025959360
534229362600,67118490300,55003190700,69758730090,107234025580,202238538480,75906488350,42121934580,204853135520,55673766480,78470839400,231268935200,138215500800,174904974300,163297242720,167872870620,97489143180,60775592760,117845591310,272356075720,40807557230,170044443360,185949476490,24412197250,62185807640,73723122000,63566916030,109819844520,212372153750,401120008600
533035929000,66966612080,54487185240,69221277700,105995259840,202080724560,75297085610,41465829680,201784570990,55332118500,77921879000,230133446440,137464329600,173971562100,163794167850,166876458060,96727032930,60532434810,116445927690,269835815920,40431790250,168687705780,183580693350,24474443490,61851419160,72585419500,62038284300,109577370000,202476189500,402953968780
522388263600,67328783220,54748927140,70731000000,104594915960,203244602220,75601786980,41310750340,206757761780,56500653620,78120114700,230696800000,136763236480,175069694100,165437843280,167850224880,96117344730,61477277130,116445927690,268155642720,39326593250,170572063530,184544733000,24653401430,61360286080,72676435700,62474285790,112219500000,196456994750,405869495220
568745700000,68824199540,57643044720,67494600000,104971931620,204862194900,76533814700,43040481440,205805448650,56436285160,79157039900,234814737880,139517530880,176881611900,164979143160,169684529820,96757517340,61615833600,116932767210,270507885200,40166542970,172456421280,184241749110,24812907420,61517030680,72640029220,63976652370,112162680000,195062718000,408408824700
568237177400,69618639460,57669282510,68114475000,105564384800,209537432280,77716772960,41573192300,207604262340,56723467520,79096044300,237133240720,141320341760,177760117500,167425543800,170948183140,97377367010,61976647040,117054477090,269751807260,40652829650,173813158860,184186661130,25198056030,60994548680,73950662500,64712076570,114037740000,200469791250,404740904340
563842386000,70296249980,57879016230,68225400000,107611041240,209497978800,77698849350,41430042140,209297263460,56649196220,79218035500,238552026040,142121591040,178007197200,165667193340,173025482420,98952394860,62004401920,117024049620,268659694680,40759665360,173963907480,177493471560,24902386390,60384378480,74633284000,64885426560,114294757590,200741845250,404787928960
546057506760,70342981740,57526963200,67057425000,108553580390,210208141440,77268682710,40416061840,207181012060,57015601300,78974053100,238863466720,142196708160,178720983000,164291092980,172325522880,99023525150,62004401920,119397392280,268953724990,41212796130,172607169900,174380345840,25022988480,58549177200,74305625680,64601762940,114720912540,200333764250,406010569080
544327642060,71230885180,57864035250,66626775000,107611041240,213581413980,78487488190,40380274300,209508888600,57104726860,79782244800,239924672000,144976041600,179050422600,167387318790,173702862620,98769488400,62170931200,119792949390,268911720660,41002808700,171702678180,174188538420,25131919400,59571050640,74211881940,64659546270,115232298480,200877872250,409302292480
547927630760,70263238650,57871525740,66966075000,106857009920,211135298220,78039397940,39783815300,209191450890,56332305340,80376951900,239993881040,146127837440,179352408900,165132043200,174222187440,99084493970,62115421440,119549529630,267147538800,42100637720,170798186460,175311981880,25186384860,59080968480,74321244900,64186773570,115345939800,200673831750,405352224400
544037772840,70044565180,57549434670,65687175000,106210697360,209137242210,78523335410,39280186800,207498449770,55223187260,80010978300,239048024160,143022996480,179379862200,164405768010,174854408960,98606904880,62025218080,119184399990,266811504160,42144845600,170345940600,176764238060,25190275250,58100804160,73737975780,61463432310,115459581120,200605818250,402765870300
528543795500,69169871300,56807876160,64232100000,102979134560,204658125880,76946057730,38646635400,204641510380,53965526580,79233284400,236452685160,139717843200,177732664200,159589416750,173860918000,97418012890,61525630240,118180293480,260258828680,41190692190,168687705780,176134013680,25093015500,56769154560,72434733840,62192059890,114379988580,199619622500,395463274050
532499107760,69169871300,56897762040,63416475000,102763697040,203849122490,78541259020,38598820200,204429885240,54485425680,78364097100,235022365000,139660560000,177897384000,159704091780,174493139520,97052199970,61067674720,117267469380,257486542900,41047016580,169215325950,176051810500,25128029010,57319002000,71915259780,62572213410,115147067490,201285953250,395042419200
531283527160,68928179570,56478294600,62959725000,100770899980,202921728360,79401592300,38383651800,203689197250,54153680540,77189931800,232403956320,137698470000,178459252560,158175091380,174177028760,95069719750,60755432320,117495655950,256226413000,40056023270,168989203020,175805200960,25050221210,57910347360,71833237560,62376856740,115203888150,200809858750,392891383300
532218589160,68433286980,55467078450,62633475000,101147915640,200830158620,80467172300,38407559400,200091569870,53123785180,76412237900,232115585320,136792890000,176536792160,155346440640,173364172520,93423402850,60554209440,115853210850,258410638160,39842351850,169215325950,174462549020,24867372880,57287878560,70183679580,61996703220,114351578250,200741845250,389571306150
533471572240,68387250460,55279816200,62274600000,90537617780,203947781440,80931887200,38479282200,201996196130,52296362640,77189931800,231388890400,137044440000,177333240040,155728690740,174786670940,93362428150,60457067360,116765680350,258242620840,39624996440,172079549730,175750398840,25147480960,57360499920,70438859820,62392696470,115203888150,201285953250,387373508600
529908986020,68640451320,55100044440,62313750000,88894906690,202625751510,81432349400,38431467000,201149695570,50235398010,76762962600,232046376280,139006530000,176701574480,140694375360,174922146980,93392915500,60179518560,115670716950,261770984560,39882875740,169606280400,174489950080,25139700180,57267129600,70338610440,62260698720,116936918280,202068108500,388589311500
521970309640,67236337460,54770462880,61074000000,89972094290,201145867260,80735277050,37857684600,196811380200,49074568290,76061513200,230050848960,135912465000,175575561960,136240576140,173567386580,92356345600,59555033760,116263822125,257738568880,39591840530,169119551560,174215939480,25085234720,57225631680,69217640100,61627109520,116169839370,200877872250,384006669800
517248246540,66683899220,54365976420,60473700000,89083414520,199093761100,80449298650,36901380600,194695128800,49123755990,74216396300,229589455360,135233280000,174696722920,137953575840,172890006380,92488457450,59520340160,114788663100,253790161860,39499740780,166985432800,174599554320,24956851850,56997393120,69418138860,61569030510,116624404650,201830061250,382463535350
510613981650,66050897070,54193695150,59938650000,89891305220,197515217900,80574414200,36040707000,201043883000,48302321400,74368885300,230385359320,133296345000,174971360120,134984376360,172348102220,92915280350,59221975200,116279029950,251185893400,39418693000,169531399040,176161414740,24746770790,56955895200,68078442600,62054782230,116141429040,201285953250,384240478050
495695067440,64048308450,52231186770,57289500000,89137273900,197594145060,79233890450,35132218200,199774132160,47751419160,71700327800,228262948760,131761890000,174531940600,129160177380,169616002080,91075876900,58521164480,115670716950,249673737520,38438751660,168932348160,175257179760,24392745300,56935146240,66829882140,60724244910,117533535210,209753634000,383024675150
495938183560,63760580200,51796738350,57863700000,88706398860,194279204340,78304460650,35203941000,200514820150,46969334730,71746074500,225944445920,131158170000,173982666200,127485244340,167200012700,91309613250,57945250720,115035029865,245893347820,38843990560,169007229520,174051533120,24190445020,56011817520,65964092040,59472906240,117988100490,212304140250,380967162550
524831599360,64830929290,53766737220,60016950000,89783586460,196706214510,79341132350,36506905200,202313633840,47471049270,72600012900,228112995840,131560650000,174312230840,123754711660,168238662340,92752681150,58604429120,114362844000,249925763500,39503424770,168782585440,173695319340,24392745300,57630236400,67167084600,61363114020,117448304220,214378552000,383632576600
520801482140,64853947550,53542022520,59697225000,90106742740,195976138280,79341132350,36435182400,202948509260,47972763810,73591191400,227028720880,130956930000,174449549440,129464710660,167516123460,92823818300,58375451360,113937024900,250009772160,39952871550,167509602320,173037693900,24439429980,57806602560,67385810520,62508854490,117590355870,216725017750,383211721750
533508974720,64416600610,53609436930,60336675000,89406310510,195344721000,79019406650,36482997600,202948509260,48223621080,74323138600,226221282080,127988640000,173762956440,130416377160,168328979700,92966092600,58840345600,113572037100,244549209260,39610260480,165412924240,170955213340,24556141680,57433121280,67495173480,62920687470,117277842240,219615591500,383632576600
528609249840,64842438420,53474608110,59651550000,87799246810,197436290740,79430500600,37714239000,203689197250,47643206220,75802281900,226186677560,129045150000,173296073200,129312444020,170609493040,93016904850,58965242560,114362844000,244213174620,39595524520,165787331040,171448432420,24583374410,58325326560,66984813000,63237482070,117590355870,221281922250,386297990650
525776011980,64232454530,52433430000,58685850000,87477834070,195068475940,79537742500,37415394000,203160134400,47564505900,75675929280,224121941200,129497940000,171675713720,127523311000,169864374820,92529107250,58826468160,114210765750,244129165960,40078127210,165712449680,171229223940,24353841400,58221581760,66547361160,63026285670,117760817850,222098084250,383819623200
535107930740,65095639280,52733049600,60369300000,88870622610,197791462960,81289360200,38228252400,204747322950,48135083220,76196354360,226613466640,131258790000,171895423480,128018177580,170233987000,92376670500,59485646560,114332428350,248329598960,40862817080,166086856480,172489672700,24462772320,58252705200,68433872220,63506757480,118613127750,223356334000,383118198450
541559858540,63829634980,51976510110,58842450000,87799246810,192641465770,80788898000,37319763600,201467133280,46536482970,76089208020,224387242520,131460030000,170851802120,125467711360,169331607000,91573836950,58597490400,113754531000,246481408440,40011815390,165038517440,170763405920,24077623710,58273454160,67203538920,62033662590,117675586860,222540172000,373111205350
540213369260,64255472790,52141300890,57172050000,87477834070,193983227490,81700454150,37128502800,202264506080,47072628900,75522863080,222507063600,130001040000,171456003960,126190977900,168587143500,90791328300,58569735520,114302012700,245221278540,39853403820,163765534320,170681202740,24311047110,57858474960,67540741380,60824563200,118300614120,223832428500,367686853950
524560431380,61493281590,50366054760,55801800000,85495788840,190234187390,79359006000,36291736800,196437084480,45567485280,73410549520,218100754720,126479340000,169670862160,121546845380,164887385500,88118603950,57487295200,113085386700,239004637700,38534535400,162043263040,168653524300,23567982620,57101137920,65636003160,59266989750,116567583990,222914246250,364366776800
527646135980,61585354630,50560807500,54327150000,86299320690,190569627820,79376879650,36447136200,192304912800,44760807000,74635079120,217477873360,125976240000,171208830480,118006646000,166128158000,87722268400,57327704640,113937024900,239844724300,38571375300,161818618960,168242508400,23490174820,56966269680,65116529100,60275452560,117448304220,223279870590,363945921950
